season,season_year,round,playoff_type,home_team,away_team,home_goals,away_goals,goal_diff,result,home_points,away_points
2010/11,2010,35,relegation,Ashkelon,Hapoel Petah Tikva,0,3,-3,A,0,3
2010/11,2010,35,relegation,Sakhnin,Beitar Jerusalem,1,0,1,H,3,0
2010/11,2010,35,relegation,SC Ashdod,Hap. Ramat Gan,1,0,1,H,3,0
2010/11,2010,34,relegation,Beitar Jerusalem,Ashkelon,0,1,-1,A,0,3
2010/11,2010,34,relegation,Hapoel Petah Tikva,SC Ashdod,1,1,0,D,1,1
2010/11,2010,34,relegation,Hap. Ramat Gan,Sakhnin,1,2,-1,A,0,3
2010/11,2010,33,relegation,Ashkelon,Sakhnin,2,1,1,H,3,0
2010/11,2010,33,relegation,Hapoel Petah Tikva,Hap. Ramat Gan,1,2,-1,A,0,3
2010/11,2010,33,relegation,SC Ashdod,Beitar Jerusalem,0,0,0,D,1,1
2010/11,2010,32,relegation,Beitar Jerusalem,Hapoel Petah Tikva,3,0,3,H,3,0
2010/11,2010,32,relegation,Hap. Ramat Gan,Ashkelon,2,0,2,H,3,0
2010/11,2010,32,relegation,Sakhnin,SC Ashdod,1,0,1,H,3,0
2010/11,2010,31,relegation,Beitar Jerusalem,Hap. Ramat Gan,5,1,4,H,3,0
2010/11,2010,31,relegation,Hapoel Petah Tikva,Sakhnin,1,1,0,D,1,1
2010/11,2010,31,relegation,SC Ashdod,Ashkelon,4,1,3,H,3,0
